Entry,Entry Name,Gene Names,Protein names,Length,source_query,intended_gene,protac_validated,gene_symbol
Q5T447,HECD3_HUMAN,HECTD3,E3 ubiquitin-protein ligase HECTD3 (EC 2.3.2.26) (HECT domain-containing protein 3) (HECT-type E3 ubiquitin transferase HECTD3),861,direct_e3,,False,HECTD3
Q5T4S7,UBR4_HUMAN,UBR4 KIAA0462 KIAA1307 RBAF600,E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (600 kDa retinoblastoma protein-associated factor) (p600) (N-recognin-4) (Retinoblastoma-associated factor of 600 kDa) (RBAF600),5183,"direct_e3,substrate_adapters",,False,UBR4
Q5T6F0,DCA12_HUMAN,DCAF12 KIAA1892 TCC52 WDR40A,DDB1- and CUL4-associated factor 12 (Centrosome-related protein TCC52) (Testis cancer centrosome-related protein) (WD repeat-containing protein 40A),453,"direct_e3,substrate_adapters",,False,DCAF12
Q5TA31,RN187_HUMAN,RNF187,E3 ubiquitin-protein ligase RNF187 (EC 2.3.2.27) (RING domain AP1 coactivator 1) (RACO-1) (RING finger protein 187) (RING-type E3 ubiquitin transferase RNF187),235,direct_e3,,False,RNF187
Q5TAQ9,DCAF8_HUMAN,DCAF8 H326 WDR42A,DDB1- and CUL4-associated factor 8 (WD repeat-containing protein 42A),597,"direct_e3,substrate_adapters",,False,DCAF8
Q5TC82,RC3H1_HUMAN,RC3H1 KIAA2025 RNF198,Roquin-1 (Roquin) (EC 2.3.2.27) (RING finger and C3H zinc finger protein 1) (RING finger and CCCH-type zinc finger domain-containing protein 1) (RING finger protein 198),1133,direct_e3,,False,RC3H1
Q5TYX0,PRAM5_HUMAN,PRAMEF5 PRAMEF23 PRAMEF5L,PRAME family member 5,476,substrate_adapters,,False,PRAMEF5
Q5U5Q3,MEX3C_HUMAN,MEX3C RKHD2 RNF194 BM-013,RNA-binding E3 ubiquitin-protein ligase MEX3C (EC 2.3.2.27) (RING finger and KH domain-containing protein 2) (RING finger protein 194) (RING-type E3 ubiquitin transferase MEX3C),659,direct_e3,,False,MEX3C
Q5U5R9,HECD2_HUMAN,HECTD2,Probable E3 ubiquitin-protein ligase HECTD2 (EC 2.3.2.26) (HECT domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECTD2),776,direct_e3,,False,HECTD2
Q5VT98,PRA20_HUMAN,PRAMEF20 PRAMEF21,PRAME family member 20,475,substrate_adapters,,False,PRAMEF20
Q5VTA0,PRA17_HUMAN,PRAMEF17,PRAME family member 17,474,substrate_adapters,,False,PRAMEF17
Q5VTB9,RN220_HUMAN,RNF220 C1orf164,E3 ubiquitin-protein ligase RNF220 (EC 2.3.2.27) (RING finger protein 220) (RING-type E3 ubiquitin transferase RNF220),566,direct_e3,,False,RNF220
Q5VTR2,BRE1A_HUMAN,RNF20 BRE1A,E3 ubiquitin-protein ligase BRE1A (BRE1-A) (hBRE1) (EC 2.3.2.27) (RING finger protein 20) (RING-type E3 ubiquitin transferase BRE1A),975,direct_e3,,False,RNF20
Q5VVX9,UBE2U_HUMAN,UBE2U,Ubiquitin-conjugating enzyme E2 U (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme U) (Ubiquitin carrier protein U) (Ubiquitin-protein ligase U),321,direct_e3,,False,UBE2U
Q5VWM3,PRA18_HUMAN,PRAMEF18,PRAME family member 18,479,substrate_adapters,,False,PRAMEF18
Q5VWM4,PRAM8_HUMAN,PRAMEF8 PRAMEF24,PRAME family member 8,474,substrate_adapters,,False,PRAMEF8
Q5VWM6,PRA13_HUMAN,PRAMEF13,PRAME family member 13,474,substrate_adapters,,False,PRAMEF13
Q5VXH4,PRAM6_HUMAN,PRAMEF6,PRAME family member 6,476,"direct_e3,substrate_adapters",,False,PRAMEF6
Q5VXH5,PRAM7_HUMAN,PRAMEF7,PRAME family member 7,474,substrate_adapters,,False,PRAMEF7
Q8N531,FBXL6_HUMAN,FBXL6 FBL6,F-box/LRR-repeat protein 6 (F-box and leucine-rich repeat protein 6) (F-box protein FBL6) (FBL6A),539,"direct_e3,f_box",,False,FBXL6
